Index,Name,Nationality,Positions,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
14113,M. Elito,England,CM,86,37,91,72,61,56,60,52,68,44,49,16,15,8,7,12,29,18,63,54,62,22,59,46,45,49,64,28,82,73,32,35,57,55,58,33,41,57,53,58,45,33,53,41,57,60,52,60,48,58,45,33,53,41,57,60,52,60,48,52
14114,E. Hewitt,Wales,RB,83,55,87,76,63,62,63,36,63,53,27,15,11,8,12,13,45,56,63,59,34,62,22,51,58,61,26,58,83,82,60,69,59,22,61,59,61,58,60,61,64,59,60,61,58,64,54,62,65,61,64,59,60,61,58,64,54,62,65,54
14115,D. MacKinnon,Scotland,CM,58,86,62,73,60,60,47,39,55,53,48,1,1,1,1,1,53,52,68,60,46,50,61,56,56,64,67,60,58,79,57,79,43,46,56,60,60,56,57,56,58,60,57,60,56,57,58,55,58,56,58,60,57,60,56,57,58,55,58,58
14116,T. Sandoval,Argentina,ST,65,29,57,60,59,38,30,38,58,63,33,9,7,5,8,6,64,18,70,38,48,19,53,59,50,55,62,18,65,72,22,75,34,46,53,37,39,57,48,53,39,37,48,39,57,54,60,54,41,53,39,37,48,39,57,54,60,54,41,60
14117,F. Sulmoni,Switzerland,CB,33,51,58,61,52,64,48,22,45,39,50,6,11,11,9,9,58,57,74,53,43,59,44,43,54,52,47,58,34,48,64,77,42,32,47,60,56,45,50,47,53,60,50,56,45,46,47,45,52,47,53,60,50,56,45,46,47,45,52,47
14118,A. Jagiełło,Poland,RM,78,32,90,91,61,65,62,60,63,61,52,12,7,9,9,13,33,40,74,54,42,28,54,63,52,57,59,32,72,39,40,37,53,45,60,40,45,60,54,60,47,40,54,45,60,60,57,62,50,60,47,40,54,45,60,60,57,62,50,57
14119,J. Caletti,Australia,CDM,72,52,87,84,61,66,53,30,60,38,33,9,10,5,12,13,45,59,56,61,37,56,38,60,57,63,45,53,69,66,57,39,63,27,60,54,58,57,60,60,59,54,60,58,57,60,52,59,60,60,59,54,60,58,57,60,52,59,60,52
14120,R. Mitchell,England,RM,85,55,84,80,56,54,59,50,59,55,40,7,6,17,6,10,47,32,56,44,56,25,50,56,50,55,55,26,83,70,33,55,55,59,58,41,45,58,52,58,48,41,52,45,58,60,57,61,50,58,48,41,52,45,58,60,57,61,50,57
14121,B. Richards-Everton,England,CB,62,59,39,42,44,55,34,30,26,25,28,12,13,7,11,13,59,57,69,30,30,60,41,20,55,40,33,61,64,60,62,73,25,31,36,60,51,36,39,36,55,60,39,51,36,39,40,37,52,36,55,60,39,51,36,39,40,37,52,40
14122,S. Nimely,Liberia,ST,78,54,56,59,57,55,42,34,60,67,40,9,16,14,9,15,45,39,76,58,58,39,45,60,58,66,56,45,79,38,41,48,45,44,60,47,50,61,55,60,50,47,55,50,61,59,60,60,51,60,50,47,55,50,61,59,60,60,51,60
14123,Bueno,Brazil,CB,70,59,36,53,44,51,27,22,38,20,26,10,8,9,15,7,50,57,84,43,22,55,49,23,51,52,56,63,73,69,61,79,32,27,40,60,54,41,44,40,56,60,44,54,41,44,43,40,54,40,56,60,44,54,41,44,43,40,54,43
14124,M. Cullen,England,ST,67,55,72,71,59,64,49,48,56,62,43,11,12,14,15,12,63,39,82,44,53,34,58,65,57,49,58,30,67,64,31,60,62,60,58,46,46,59,53,58,47,46,53,46,59,58,60,59,48,58,47,46,53,46,59,58,60,59,48,60
14125,K. Machida,Japan,CB,80,68,61,52,48,42,27,29,23,24,25,7,7,11,14,7,52,60,63,52,15,59,35,28,49,46,48,61,80,60,62,72,33,21,40,60,55,40,44,40,57,60,44,55,40,43,42,40,54,40,57,60,44,55,40,43,42,40,54,42
14126,A. Babacan,Turkey,CM,74,43,68,74,61,60,65,69,67,48,52,11,9,9,6,7,47,29,51,62,54,42,52,43,47,68,55,53,64,34,54,47,65,52,60,48,51,58,57,60,52,48,57,51,58,60,54,60,53,60,52,48,57,51,58,60,54,60,53,54
14127,S. McAllister,England,CM,49,70,72,81,63,64,48,50,51,42,50,14,12,13,12,15,54,60,82,54,40,55,47,49,64,68,50,58,49,82,51,70,59,42,57,60,62,54,60,57,59,60,60,62,54,56,53,54,59,57,59,60,60,62,54,56,53,54,59,53
14128,R. Espejord,Norway,ST,60,36,61,50,58,58,42,53,57,62,35,6,15,15,12,8,60,17,85,38,55,19,55,62,56,51,58,13,60,57,14,72,39,62,54,36,37,57,47,54,37,36,47,37,57,54,60,55,39,54,37,36,47,37,57,54,60,55,39,60
14129,A. Laïdouni,France,RB,66,56,62,65,59,54,63,35,62,32,34,10,11,13,14,13,47,59,66,43,32,59,40,47,58,51,26,65,67,52,66,61,44,33,52,60,56,51,51,52,60,60,51,56,51,55,47,54,60,52,60,60,51,56,51,55,47,54,60,47
14130,A. Smith,England,ST,40,71,58,59,60,66,57,55,58,56,49,15,9,8,12,16,65,61,62,59,55,57,61,61,63,63,53,65,33,40,58,65,68,54,59,61,60,58,60,59,56,61,60,60,58,56,57,57,56,59,56,61,60,60,58,56,57,57,56,57
14131,Juan Delgado,Spain,ST,68,45,67,72,61,52,45,48,57,63,38,12,9,14,10,13,57,17,67,38,60,16,62,62,52,56,70,24,53,49,16,54,51,61,57,35,38,59,50,57,38,35,50,38,59,55,60,58,40,57,38,35,50,38,59,55,60,58,40,60
14132,Tamayo,Spain,ST,66,33,70,79,61,53,45,53,58,64,44,9,16,10,6,10,60,15,62,40,61,19,70,56,54,53,64,22,65,43,18,52,58,47,58,34,37,59,50,58,38,34,50,37,59,56,60,58,40,58,38,34,50,37,59,56,60,58,40,60
14133,A. Fisher,England,ST,80,33,72,61,61,59,36,42,59,62,42,10,10,12,13,11,61,16,72,35,50,19,62,60,44,49,54,16,77,71,21,74,43,45,55,37,37,58,48,55,40,37,48,37,58,56,60,57,42,55,40,37,48,37,58,56,60,57,42,60
14134,G. Martin,England,ST,64,54,54,57,57,45,34,30,57,60,32,12,8,7,15,7,64,24,61,42,57,22,57,59,60,59,67,20,56,45,24,59,68,46,59,40,42,60,53,59,39,40,53,42,60,55,60,57,41,59,39,40,53,42,60,55,60,57,41,60
14135,Luan,Brazil,CB,60,62,45,59,44,48,26,27,27,19,25,9,6,10,9,10,60,57,68,41,23,63,31,30,45,56,36,62,52,70,64,66,23,24,38,60,55,37,43,38,55,60,43,55,37,40,39,37,53,38,55,60,43,55,37,40,39,37,53,39
14136,N. Vemmelund,Denmark,RB,47,51,37,42,48,54,61,37,31,31,36,15,9,12,15,9,64,57,65,59,46,63,51,26,55,63,41,59,56,66,58,76,34,26,44,60,58,42,50,44,58,60,50,58,42,47,44,44,57,44,58,60,50,58,42,47,44,44,57,44
14137,Quinti,Spain,CDM,62,55,58,62,54,51,56,45,43,30,36,14,9,7,7,14,56,65,63,68,32,61,48,49,56,63,33,59,64,60,62,56,53,33,52,60,61,49,56,52,60,60,56,61,49,54,47,51,59,52,60,60,56,61,49,54,47,51,59,47
14138,S. Nabi,England,CM,62,49,57,65,69,66,56,60,66,50,57,14,7,14,7,10,51,27,52,65,48,42,59,56,64,63,69,56,61,53,48,34,60,58,61,47,52,61,60,61,53,47,60,52,61,61,58,61,54,61,53,47,60,52,61,61,58,61,54,58
14139,C. Pelagatti,Italy,RB,62,64,62,63,61,54,57,36,48,31,28,7,9,12,11,6,59,55,61,52,38,63,36,39,48,53,37,62,73,62,59,70,41,39,49,60,57,48,51,49,59,60,51,57,48,52,48,51,58,49,59,60,51,57,48,52,48,51,58,48
14140,L. Chávez,Mexico,LM,69,28,66,67,67,65,62,46,65,59,41,7,10,14,9,12,48,55,35,66,45,62,50,53,66,68,62,60,75,48,60,57,48,48,62,56,59,61,60,62,61,56,60,59,61,63,60,63,62,62,61,56,60,59,61,63,60,63,62,60
14141,E. Verstappen,Netherlands,GK,34,35,28,27,22,27,16,17,15,12,10,61,58,61,59,61,17,22,62,25,15,18,20,16,59,24,17,19,41,35,16,69,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14142,F. Barceló,Uruguay,ST,72,27,73,74,60,52,39,41,56,64,38,12,5,7,12,14,64,19,80,35,53,15,59,56,50,47,62,22,74,47,21,57,45,50,54,35,35,57,46,54,39,35,46,35,57,54,60,57,40,54,39,35,46,35,57,54,60,57,40,60
14143,D. Konate,Ivory Coast,CB,64,68,58,58,49,57,25,24,43,15,22,7,8,14,8,7,55,59,66,42,24,59,33,23,59,48,35,60,66,56,58,70,22,20,40,60,54,40,43,40,55,60,43,54,40,42,40,40,53,40,55,60,43,54,40,42,40,40,53,40
14144,Roberto Núñez,Spain,ST,63,36,75,73,65,53,31,42,50,68,44,10,8,12,6,6,59,21,68,38,65,19,56,55,58,57,66,29,59,54,26,48,61,55,59,38,41,60,53,59,41,38,53,41,60,55,60,57,42,59,41,38,53,41,60,55,60,57,42,60
14145,P. Fito,France,CDM,55,67,69,75,56,60,63,62,51,38,40,6,10,12,14,12,58,63,68,59,41,63,45,39,56,65,52,61,63,52,63,60,50,33,53,62,60,51,55,53,60,62,55,60,51,54,50,53,60,53,60,62,55,60,51,54,50,53,60,50
14146,S. Chacón,Argentina,RM,62,32,58,75,58,49,67,50,60,59,44,6,13,13,9,13,48,22,49,58,40,34,67,57,62,65,63,27,57,49,34,47,55,45,58,39,45,58,55,58,45,39,55,45,58,60,57,59,48,58,45,39,55,45,58,60,57,59,48,57
14147,Y. Bonnin,Argentina,GK,45,18,38,52,14,26,20,11,13,18,16,61,61,56,56,62,16,22,55,25,11,17,20,19,59,28,22,16,42,44,20,65,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14148,M. Koné,Senegal,LW,86,45,73,64,61,59,28,36,56,64,29,9,12,5,12,7,56,14,68,30,46,19,70,62,67,47,52,16,76,57,14,41,45,42,56,33,36,60,47,56,39,33,47,36,60,56,60,58,40,56,39,33,47,36,60,56,60,58,40,60
14149,D. Nothnagel,Germany,RB,68,58,65,59,58,43,64,53,59,30,35,10,8,8,11,10,42,54,71,51,45,59,35,42,56,59,72,61,70,69,62,62,44,44,53,58,58,53,54,53,60,58,54,58,53,56,51,55,61,53,60,58,54,58,53,56,51,55,61,51
14150,J. Ngoy,Belgium,ST,77,33,52,66,60,53,48,41,58,57,43,14,5,12,11,10,66,17,61,41,55,16,66,59,55,51,56,22,78,62,18,73,54,44,57,37,39,59,50,57,42,37,50,39,59,58,60,59,43,57,42,37,50,39,59,58,60,59,43,60
14151,K. Baran,Poland,GK,20,23,25,25,20,21,20,17,20,14,19,63,60,55,61,62,15,11,50,22,13,17,22,7,52,24,23,14,12,21,15,63,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14152,J. Calistri,United States,RW,64,51,61,66,52,59,33,32,56,59,30,13,10,13,8,8,59,29,61,52,57,12,61,61,59,57,68,19,73,68,17,52,55,58,57,36,42,59,53,57,40,36,53,42,59,56,60,56,42,57,40,36,53,42,59,56,60,56,42,60
14153,T. Aupic,France,GK,29,27,38,41,17,33,14,12,10,5,11,64,57,56,59,65,11,13,60,15,8,9,15,6,49,21,22,10,15,19,13,35,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14154,M. Storey,England,ST,77,48,81,68,61,47,47,53,60,63,48,12,8,10,13,7,54,26,67,37,50,22,51,60,54,46,57,28,78,68,35,69,45,56,56,42,42,59,50,56,46,42,50,42,59,58,60,59,47,56,46,42,50,42,59,58,60,59,47,60
14155,L. Dürholtz,Germany,CAM,75,39,83,79,68,63,55,56,68,44,50,6,7,11,16,8,32,52,57,53,37,33,46,51,60,61,43,46,65,60,42,28,60,48,60,44,52,58,58,60,53,44,58,52,58,61,51,61,56,60,53,44,58,52,58,61,51,61,56,51
14156,A. Alégué,Cameroon,LM,69,43,63,76,67,54,59,49,69,56,41,14,12,15,10,12,51,23,48,49,55,21,59,56,49,59,62,28,68,48,29,43,53,54,60,37,42,60,54,60,44,37,54,42,60,60,58,61,46,60,44,37,54,42,60,60,58,61,46,58
14157,D. Mihajlovic,Switzerland,RB,70,61,61,62,63,54,61,29,57,50,35,6,10,12,8,13,44,49,57,47,52,54,28,62,58,54,52,61,73,72,55,66,54,44,58,56,56,58,56,58,59,56,56,56,58,60,56,59,60,58,59,56,56,56,58,60,56,59,60,56
14158,Vinícius,Brazil,CB,61,50,49,51,33,45,28,26,42,25,31,12,7,10,11,9,55,59,73,60,23,53,40,30,55,62,47,65,61,62,64,80,36,26,43,60,57,41,48,43,56,60,48,57,41,45,43,41,54,43,56,60,48,57,41,45,43,41,54,43
14159,T. Arano,Japan,CAM,64,37,64,59,63,57,59,56,52,64,55,10,13,7,8,10,27,31,50,59,67,59,47,45,55,67,58,44,69,58,52,51,59,49,60,47,53,58,58,60,53,47,58,53,58,59,55,60,55,60,53,47,58,53,58,59,55,60,55,55
14160,M. González,Argentina,RM,61,79,60,61,61,56,52,52,56,43,47,12,6,10,6,7,58,65,74,56,55,59,51,58,64,58,57,57,64,74,68,72,55,46,57,65,63,57,60,57,62,65,60,63,57,58,57,57,62,57,62,65,60,63,57,58,57,57,62,57
14161,J. Dacosta,France,RB,71,62,53,65,54,51,61,32,59,31,39,6,11,5,12,9,49,55,65,46,32,56,47,53,56,49,26,61,74,67,67,72,52,31,52,60,57,51,52,52,60,60,52,57,51,56,48,54,60,52,60,60,52,57,51,56,48,54,60,48
14162,A. Diawusie,Germany,RW,87,58,74,72,57,44,31,39,60,59,30,11,10,8,7,7,56,22,74,28,56,14,49,57,64,55,59,13,81,63,18,57,42,53,57,37,38,60,48,57,41,37,48,38,60,57,60,59,42,57,41,37,48,38,60,57,60,59,42,60
14163,D. Kearns,Republic of Ireland,LM,78,36,85,67,57,52,57,50,59,53,55,15,6,14,6,13,45,27,53,53,51,17,59,51,51,62,55,15,77,74,15,57,53,51,58,34,42,57,53,58,43,34,53,42,57,60,56,59,46,58,43,34,53,42,57,60,56,59,46,56
14164,S. Grether,Switzerland,RM,69,62,59,59,60,59,55,44,52,43,55,8,6,9,6,14,60,57,62,59,53,58,57,61,58,60,60,58,61,70,59,59,59,43,58,59,60,57,59,58,60,59,59,60,57,58,56,57,60,58,60,59,59,60,57,58,56,57,60,56
14165,G. Williams,England,LB,75,51,73,69,57,48,53,28,59,25,34,6,7,11,6,8,52,48,87,61,29,21582,29,29,20486,61,24,63,70,69,64,68,44,22,52,59,58,48,54,52,60,59,54,58,48,55,44,52,60,52,60,59,54,58,48,55,44,52,60,44
14166,C. Torres,Mexico,CB,59,54,50,65,54,42,53,31,54,36,35,14,16,14,13,10,62,47,69,60,38,62,41,26,47,57,60,70,54,65,66,65,32,30,47,60,57,46,50,47,58,60,50,57,46,50,48,48,57,47,58,60,50,57,46,50,48,48,57,48
14167,R. Dickie,England,RB,62,58,57,51,47,54,45,27,44,31,33,12,7,11,7,7,60,53,71,46,28,62,49,28,52,51,50,64,66,70,62,71,31,26,43,60,55,43,46,43,58,60,46,55,43,47,45,45,56,43,58,60,46,55,43,47,45,45,56,45
14168,G. Marigard,Guyana,RB,60,48,55,73,58,51,55,40,55,30,31,11,5,6,9,6,52,56,63,42,30,60,40,41,51,58,45,68,53,67,68,47,37,29,48,58,56,48,51,48,60,58,51,56,48,52,46,50,59,48,60,58,51,56,48,52,46,50,59,46
14169,F. Berra,Italy,RB,55,50,47,64,57,60,59,47,56,22,26,12,11,9,10,8,50,58,70,49,17,58,35,36,58,50,23,63,64,68,64,58,33,22,46,58,56,45,49,46,60,58,49,56,45,51,42,48,59,46,60,58,49,56,45,51,42,48,59,42
14170,K. Magaña,Mexico,LW,74,32,66,76,61,52,62,47,67,65,46,8,9,7,10,8,44,21,47,60,43,26,63,50,58,62,72,35,72,69,30,42,46,51,59,37,45,60,55,59,48,37,55,45,60,62,59,61,51,59,48,37,55,45,60,62,59,61,51,59
14171,A. Ingegneri,Italy,LB,55,56,56,68,35,55,22,28,30,19,25,10,13,10,7,8,59,59,68,23,18,63,38,26,57,45,39,66,55,59,68,56,26,31,35,60,51,36,38,35,55,60,38,51,36,36,38,35,51,35,55,60,38,51,36,36,38,35,51,38
14172,M. Pantović,Serbia,CF,67,32,65,51,69,49,57,49,68,61,41,8,15,13,13,14,53,21,59,46,44,22,50,58,51,55,62,31,62,61,34,54,55,56,59,39,43,60,54,59,45,39,54,43,60,60,59,61,47,59,45,39,54,43,60,60,59,61,47,59
14173,Z. Tsiskaridze,United States,LB,56,76,55,57,54,55,60,36,47,27,34,12,13,12,10,9,53,64,64,57,42,57,43,38,56,50,65,61,62,74,54,76,43,31,48,60,59,47,52,48,59,60,52,59,47,51,48,49,59,48,59,60,52,59,47,51,48,49,59,48
14174,T. Beadling,Australia,CB,54,55,49,55,45,52,34,38,43,29,34,11,13,6,12,7,64,60,63,38,22,62,53,27,49,55,48,59,53,56,62,68,38,34,42,60,54,42,45,42,55,60,45,54,42,43,44,42,53,42,55,60,45,54,42,43,44,42,53,44
14175,M. Abu Shararah,Saudi Arabia,ST,75,60,66,67,51,55,40,38,58,62,35,14,11,11,13,14,54,12,73,44,57,11,66,58,51,57,64,16,73,58,18,72,48,50,56,36,38,58,49,56,37,36,49,38,58,56,60,57,40,56,37,36,49,38,58,56,60,57,40,60
14176,A. Winkler,Germany,CB,57,49,45,56,43,58,24,26,22,19,29,7,15,8,14,14,66,52,69,57,25,58,39,23,50,52,33,60,52,53,62,83,27,29,37,60,54,35,43,37,52,60,43,54,35,38,39,35,49,37,52,60,43,54,35,38,39,35,49,39
14177,J. Fierro,Bolivia,ST,54,52,48,59,47,51,24,33,54,70,29,9,16,14,12,10,76,25,66,31,56,19,62,60,51,48,62,27,58,74,26,68,43,49,51,41,39,55,46,51,40,41,46,39,55,50,60,51,40,51,40,41,46,39,55,50,60,51,40,60
14178,R. Hatsuse,Japan,RM,69,51,56,70,56,42,55,31,46,28,34,9,11,13,11,8,56,59,65,29,30,59,33,47,57,53,31,64,69,59,62,54,36,30,47,59,54,48,47,47,60,59,47,54,48,51,46,50,59,47,60,59,47,54,48,51,46,50,59,46
14179,D. Lippert,Germany,LB,67,56,73,81,62,43,62,49,54,25,26,8,10,14,15,5,42,59,76,36,42,58,28,37,54,55,33,58,65,62,64,35,36,23,49,56,55,48,50,49,60,56,50,55,48,53,43,52,60,49,60,56,50,55,48,53,43,52,60,43
14180,L. Diaz,Colombia,CAM,65,41,70,66,62,57,46,55,66,41,41,10,13,13,14,14,36,21,58,55,35,33,42,54,54,67,52,33,69,45,33,52,63,38,60,40,46,57,55,60,44,40,55,46,57,59,52,58,46,60,44,40,55,46,57,59,52,58,46,52
14181,M. Al Saiari,Saudi Arabia,ST,70,60,63,61,56,55,44,36,59,60,39,7,7,10,10,7,67,36,78,57,40,36,40,61,56,62,54,35,67,69,28,72,44,44,57,48,49,58,54,57,48,48,54,49,58,58,60,57,49,57,48,48,54,49,58,58,60,57,49,60
14182,S. Richey,United States,GK,57,34,36,47,19,41,15,24,15,18,16,62,57,61,59,62,13,18,61,28,27,18,31,11,60,25,34,14,56,41,19,61,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14183,D. Oldaker,England,CM,70,44,66,64,64,48,50,72,66,34,66,9,8,9,9,10,43,30,66,70,57,33,38,49,59,66,64,32,71,71,31,62,66,43,61,43,51,59,60,61,48,43,60,51,59,61,54,59,51,61,48,43,60,51,59,61,54,59,51,54
14184,Carlos Daniel,Portugal,ST,54,33,61,69,59,55,41,42,53,61,36,16,15,13,13,12,60,20,63,45,54,23,63,62,61,54,64,17,64,52,16,59,55,54,57,36,39,58,51,57,39,36,51,39,58,55,60,56,40,57,39,36,51,39,58,55,60,56,40,60
14185,D. Stojanović,FYR Macedonia,GK,34,24,34,35,20,29,16,17,17,12,15,65,57,58,56,68,17,18,50,18,14,17,21,10,52,30,24,11,42,34,19,60,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14186,K. Byrne,Republic of Ireland,CAM,68,52,79,62,58,60,57,56,57,59,54,11,13,12,15,12,56,40,54,49,57,45,63,57,57,59,64,36,69,65,42,71,58,69,59,50,51,59,55,59,52,50,55,51,59,59,60,60,53,59,52,50,55,51,59,59,60,60,53,60
14187,M. Willock,England,CAM,68,57,57,77,66,49,46,46,64,47,34,11,9,13,11,15,35,44,58,62,55,43,52,58,44,68,58,45,69,61,46,63,63,46,61,49,55,59,60,61,52,49,60,55,59,60,55,59,54,61,52,49,60,55,59,60,55,59,54,55
14188,S. Coulibaly,France,CB,53,47,52,66,42,55,29,31,45,35,30,12,10,6,7,15,52,52,72,40,30,59,41,50,58,50,44,69,53,68,65,79,45,29,46,60,54,46,48,46,55,60,48,54,46,46,47,45,54,46,55,60,48,54,46,46,47,45,54,47
14189,M. Ortíz,Argentina,CF,68,44,65,80,64,63,60,55,64,50,51,7,10,8,14,8,48,29,55,70,50,41,60,50,55,70,64,42,70,50,51,40,62,50,62,46,52,60,60,62,52,46,60,52,60,62,56,61,53,62,52,46,60,52,60,62,56,61,53,56
14190,G. Sbrissa,Italy,CAM,55,56,58,58,64,60,57,46,65,48,42,12,15,11,13,7,52,54,59,65,50,55,43,52,56,66,56,53,63,69,59,62,48,45,58,57,60,57,60,58,58,57,60,60,57,60,56,58,59,58,58,57,60,60,57,60,56,58,59,56
14191,D. Johnson,United States,RM,78,57,76,72,60,66,55,59,68,52,55,6,9,13,12,10,38,35,53,52,49,36,55,59,61,54,55,31,65,55,29,41,52,41,59,41,46,59,54,59,47,41,54,46,59,60,55,61,49,59,47,41,54,46,59,60,55,61,49,55
14192,J. Barmby,England,LWB,63,37,63,69,66,50,56,53,64,61,55,7,13,15,10,15,35,22,39,41,60,27,55,58,59,59,62,25,62,36,26,58,55,43,60,36,42,61,53,60,41,36,53,42,61,59,58,61,44,60,41,36,53,42,61,59,58,61,44,58
14193,A. Peralta,Argentina,RM,66,55,68,70,63,49,57,45,63,48,32,15,10,8,14,14,46,52,68,55,50,55,50,57,66,59,51,59,69,69,56,64,42,30,58,57,58,58,57,58,60,57,57,58,58,60,56,59,60,58,60,57,57,58,58,60,56,59,60,56
14194,T. Morishima,Japan,LW,67,41,73,85,65,60,38,48,65,42,40,13,15,6,15,6,38,20,55,62,40,29,49,48,49,67,51,26,75,55,31,36,64,39,60,36,45,57,57,60,43,36,57,45,57,59,51,58,45,60,43,36,57,45,57,59,51,58,45,51
14195,J. Thompson,England,ST,80,56,93,82,60,46,60,55,58,50,38,8,9,6,9,8,27,23,71,49,34,14,45,58,51,57,52,20,81,70,28,59,50,37,57,36,43,56,52,57,44,36,52,43,56,60,53,60,47,57,44,36,52,43,56,60,53,60,47,53
14196,U. Gündoğan,Turkey,CM,68,59,79,87,67,63,60,58,66,43,54,14,6,13,12,10,33,41,62,61,52,35,52,59,66,64,50,36,69,52,43,45,64,43,63,45,53,61,60,63,51,45,60,53,61,63,54,63,54,63,51,45,60,53,61,63,54,63,54,54
14197,S. Batan,Sweden,LB,65,62,67,74,62,57,62,63,60,41,52,8,11,7,9,16,43,57,71,60,44,53,52,44,53,61,59,55,71,81,62,67,51,47,56,58,60,55,58,56,60,58,58,60,55,59,53,57,62,56,60,58,58,60,55,59,53,57,62,53
14198,M. Lovera,Argentina,ST,81,60,74,81,60,47,48,51,61,61,60,7,11,13,11,10,52,19,69,45,60,22,61,58,57,56,56,28,76,61,25,58,54,45,59,39,43,60,53,59,44,39,53,43,60,60,60,61,46,59,44,39,53,43,60,60,60,61,46,60
14199,L. Kinsella,Republic of Ireland,CM,77,60,77,78,57,52,47,48,55,42,45,16,11,15,8,10,43,58,60,54,43,56,52,49,58,61,53,59,75,74,62,60,57,43,57,58,59,55,57,57,60,58,57,59,55,58,53,57,60,57,60,58,57,59,55,58,53,57,60,53
14200,Diogo Almeida,Portugal,RB,69,57,78,79,62,54,40,55,58,27,26,10,10,10,12,11,42,66,70,43,21,58,31,49,69,54,64,61,64,59,65,51,34,27,51,59,58,52,52,51,60,59,52,58,52,53,50,52,59,51,60,59,52,58,52,53,50,52,59,50
14201,J. Correia,France,LB,62,58,60,78,60,56,66,43,59,32,50,14,16,6,9,8,50,59,61,49,34,63,49,51,59,60,33,60,58,55,64,40,40,36,53,58,57,51,54,53,60,58,54,57,51,56,48,54,60,53,60,58,54,57,51,56,48,54,60,48
14202,J. Respen,Netherlands,LW,70,36,69,56,58,58,39,49,61,61,42,12,6,6,13,8,58,15,54,42,55,17,50,58,50,55,65,17,63,48,16,66,51,60,57,34,37,58,49,57,37,34,49,37,58,55,60,57,39,57,37,34,49,37,58,55,60,57,39,60
14203,J. Grimes,England,CB,65,57,58,59,36,52,30,23,26,22,19,6,7,15,15,12,60,58,62,51,23,59,36,24,60,57,44,58,57,66,62,73,30,29,39,60,56,38,45,39,56,60,45,56,38,41,41,38,53,39,56,60,45,56,38,41,41,38,53,41
14204,Cho Min Woo,Korea Republic,RB,70,58,59,57,38,45,24,25,30,23,27,8,14,10,6,14,62,62,69,27,25,61,38,24,60,39,38,55,69,71,62,72,26,25,36,60,52,38,39,36,56,60,39,52,38,39,41,38,53,36,56,60,39,52,38,39,41,38,53,41
14205,A. Gordyushenko,Russia,CAM,58,62,63,73,60,54,43,64,52,61,63,14,12,11,7,15,61,53,63,58,63,47,53,59,64,65,66,55,60,70,59,57,57,56,60,57,59,60,60,60,57,57,60,59,60,58,61,58,57,60,57,57,60,59,60,58,61,58,57,61
14206,M. Al Bishi,Saudi Arabia,ST,75,64,66,68,58,49,37,44,60,62,38,9,12,12,10,13,54,19,68,39,58,20,59,63,58,48,57,25,80,63,24,66,48,48,57,40,41,59,50,57,42,40,50,41,59,57,60,59,43,57,42,40,50,41,59,57,60,59,43,60
14207,A. Shuhail,Saudi Arabia,RB,72,60,83,84,52,54,65,57,52,28,52,13,15,16,16,15,40,61,80,60,29,55,50,63,60,61,56,56,78,62,61,36,60,37,56,55,58,54,57,56,60,55,57,58,54,59,50,57,61,56,60,55,57,58,54,59,50,57,61,50
14208,J. Murphy,Republic of Ireland,GK,34,31,38,44,33,41,11,18,11,14,11,59,62,65,58,60,13,15,51,35,18,15,16,7,59,33,30,14,39,32,18,55,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14209,S. Rajalakso,Sweden,LW,71,73,57,66,62,54,58,63,62,55,65,8,6,10,13,13,54,40,58,54,67,36,54,57,56,56,77,31,78,83,34,75,56,61,59,49,52,61,57,59,52,49,57,52,61,62,62,61,54,59,52,49,57,52,61,62,62,61,54,62
14210,K. Brennan,Republic of Ireland,CAM,49,75,68,56,61,65,63,65,63,54,68,10,15,15,14,6,51,57,71,60,62,57,77,60,58,64,64,55,69,66,56,66,61,57,61,59,60,60,61,61,59,59,61,60,60,61,59,61,60,61,59,59,61,60,60,61,59,61,60,59
14211,L. Gibson,England,LB,72,60,65,61,52,47,61,42,64,36,43,11,8,6,12,6,57,60,65,32,30,55,48,50,61,35,43,63,70,67,62,60,44,37,49,58,53,51,48,49,60,58,48,53,51,54,50,54,59,49,60,58,48,53,51,54,50,54,59,50
